,cash,fund_shares,fund_value,BTCUSDT_value,BTCUSDT_position_size,BTCUSDT_position_price,BTCUSDT_position_price_orig,BTCUSDT_position_upclosed,BTCUSDT_position_upopened,BTCUSDT_position_adjbase,BTCUSDT_position_updt
2024-01-07 15:47:00+00:00,100000.0,5000000.0,0.02,100000.0,0.0,0.0,0.0,0,0.0,,
2024-01-07 15:47:00+00:00,100000.0,5000000.0,0.02,100000.0,0.0,0.0,0.0,0,0.0,,
2024-01-07 15:47:00+00:00,100000.0,5000000.0,0.02,100000.0,0.0,0.0,0.0,0,0.0,,
2024-01-07 15:47:00+00:00,100000.0,5000000.0,0.02,100000.0,0.0,0.0,0.0,0,0.0,,
2024-01-07 15:47:00+00:00,100000.0,5000000.0,0.02,100000.0,0.0,0.0,0.0,0,0.0,,
2024-01-07 15:47:00+00:00,100000.0,5000000.0,0.02,100000.0,0.0,0.0,0.0,0,0.0,,
2024-01-07 16:50:00+00:00,103189.9094094453,5000000.0,0.019999234214819896,99996.17107409947,-0.07265514042759104,43904.8,0.0,0,-0.07265514042759104,,
2024-01-07 17:07:00+00:00,103189.9094094453,5000000.0,0.019999847424205103,99999.23712102551,-0.07265514042759104,43904.8,0.0,0,-0.07265514042759104,,
2024-01-07 17:07:00+00:00,103189.9094094453,5000000.0,0.019999847424205103,99999.23712102551,-0.07265514042759104,43904.8,0.0,0,-0.07265514042759104,,
2024-01-07 17:07:00+00:00,103189.9094094453,5000000.0,0.019999847424205103,99999.23712102551,-0.07265514042759104,43904.8,0.0,0,-0.07265514042759104,,
2024-01-07 17:07:00+00:00,103189.9094094453,5000000.0,0.019999847424205103,99999.23712102551,-0.07265514042759104,43904.8,0.0,0,-0.07265514042759104,,
2024-01-07 17:07:00+00:00,103189.9094094453,5000000.0,0.019999847424205103,99999.23712102551,-0.07265514042759104,43904.8,0.0,0,-0.07265514042759104,,
2024-01-07 17:07:00+00:00,103189.9094094453,5000000.0,0.019999847424205103,99999.23712102551,-0.07265514042759104,43904.8,0.0,0,-0.07265514042759104,,
